"DateAndTime","OS_Corr366 (Bloomberg-3-corridor 300E) Occupancy","",
"2016-08-28 00:02:57","0","",
"2016-08-28 00:13:14","0","",
"2016-08-28 00:23:32","0","",
"2016-08-28 00:31:34","1","",
"2016-08-28 00:33:26","0","",
"2016-08-28 00:34:00","1","",
"2016-08-28 00:35:53","0","",
"2016-08-28 00:46:11","0","",
"2016-08-28 00:55:28","1","",
"2016-08-28 00:57:07","1","",
"2016-08-28 00:58:05","1","",
"2016-08-28 00:59:57","0","",
"2016-08-28 01:02:35","1","",
"2016-08-28 01:04:27","0","",
"2016-08-28 01:14:45","0","",
"2016-08-28 01:25:03","0","",
"2016-08-28 01:35:21","0","",
"2016-08-28 01:45:39","0","",
"2016-08-28 01:55:57","0","",
"2016-08-28 02:06:14","0","",
"2016-08-28 02:16:31","0","",
"2016-08-28 02:26:44","0","",
"2016-08-28 02:37:00","0","",
"2016-08-28 02:47:18","0","",
"2016-08-28 02:57:35","0","",
"2016-08-28 03:07:51","0","",
"2016-08-28 03:18:08","0","",
"2016-08-28 03:28:26","0","",
"2016-08-28 03:38:43","0","",
"2016-08-28 03:49:01","0","",
"2016-08-28 03:59:18","0","",
"2016-08-28 04:09:36","0","",
"2016-08-28 04:19:54","0","",
"2016-08-28 04:30:12","0","",
"2016-08-28 04:40:29","0","",
"2016-08-28 04:50:46","0","",
"2016-08-28 05:01:03","0","",
"2016-08-28 05:11:20","0","",
"2016-08-28 05:21:37","0","",
"2016-08-28 05:31:54","0","",
"2016-08-28 05:42:11","0","",
"2016-08-28 05:52:28","0","",
"2016-08-28 06:02:45","0","",
"2016-08-28 06:13:02","0","",
"2016-08-28 06:23:20","0","",
"2016-08-28 06:33:38","0","",
"2016-08-28 06:43:55","0","",
"2016-08-28 06:54:12","0","",
"2016-08-28 07:04:28","0","",
"2016-08-28 07:13:56","1","",
"2016-08-28 07:15:48","0","",
"2016-08-28 07:26:06","0","",
"2016-08-28 07:36:24","0","",
"2016-08-28 07:46:41","0","",
"2016-08-28 07:56:58","0","",
"2016-08-28 08:07:16","0","",
"2016-08-28 08:17:33","0","",
"2016-08-28 08:27:50","0","",
"2016-08-28 08:38:08","0","",
"2016-08-28 08:48:26","0","",
"2016-08-28 08:58:43","0","",
"2016-08-28 09:08:59","0","",
"2016-08-28 09:19:18","0","",
"2016-08-28 09:20:42","1","",
"2016-08-28 09:22:34","0","",
"2016-08-28 09:32:52","0","",
"2016-08-28 09:43:09","0","",
"2016-08-28 09:43:37","1","",
"2016-08-28 09:45:29","0","",
"2016-08-28 09:55:47","0","",
"2016-08-28 10:06:04","0","",
"2016-08-28 10:12:40","1","",
"2016-08-28 10:14:32","0","",
"2016-08-28 10:16:23","1","",
"2016-08-28 10:18:15","0","",
"2016-08-28 10:22:07","1","",
"2016-08-28 10:23:59","0","",
"2016-08-28 10:25:04","1","",
"2016-08-28 10:26:57","0","",
"2016-08-28 10:28:48","1","",
"2016-08-28 10:30:40","0","",
"2016-08-28 10:40:57","0","",
"2016-08-28 10:51:13","1","",
"2016-08-28 10:53:06","0","",
"2016-08-28 11:01:38","1","",
"2016-08-28 11:03:31","0","",
"2016-08-28 11:08:08","1","",
"2016-08-28 11:10:00","0","",
"2016-08-28 11:20:18","0","",
"2016-08-28 11:30:35","0","",
"2016-08-28 11:34:45","1","",
"2016-08-28 11:36:38","0","",
"2016-08-28 11:42:15","1","",
"2016-08-28 11:44:07","0","",
"2016-08-28 11:54:26","0","",
"2016-08-28 11:57:20","1","",
"2016-08-28 11:59:12","0","",
"2016-08-28 12:00:33","1","",
"2016-08-28 12:02:25","0","",
"2016-08-28 12:08:50","1","",
"2016-08-28 12:10:42","0","",
"2016-08-28 12:13:40","1","",
"2016-08-28 12:15:33","0","",
"2016-08-28 12:25:07","1","",
"2016-08-28 12:26:59","0","",
"2016-08-28 12:30:15","1","",
"2016-08-28 12:32:07","0","",
"2016-08-28 12:36:11","1","",
"2016-08-28 12:38:03","0","",
"2016-08-28 12:38:23","1","",
"2016-08-28 12:40:16","0","",
"2016-08-28 12:42:19","1","",
"2016-08-28 12:44:11","0","",
"2016-08-28 12:54:30","0","",
"2016-08-28 13:04:47","0","",
"2016-08-28 13:15:05","0","",
"2016-08-28 13:18:31","1","",
"2016-08-28 13:20:23","0","",
"2016-08-28 13:30:41","0","",
"2016-08-28 13:33:26","1","",
"2016-08-28 13:35:18","0","",
"2016-08-28 13:37:26","1","",
"2016-08-28 13:39:18","0","",
"2016-08-28 13:49:34","0","",
"2016-08-28 13:59:52","0","",
"2016-08-28 14:10:09","0","",
"2016-08-28 14:20:27","0","",
"2016-08-28 14:30:46","0","",
"2016-08-28 14:41:04","0","",
"2016-08-28 14:48:51","1","",
"2016-08-28 14:50:44","0","",
"2016-08-28 15:01:02","0","",
"2016-08-28 15:03:45","1","",
"2016-08-28 15:04:45","1","",
"2016-08-28 15:06:37","0","",
"2016-08-28 15:16:55","0","",
"2016-08-28 15:17:54","1","",
"2016-08-28 15:19:46","0","",
"2016-08-28 15:30:05","0","",
"2016-08-28 15:31:46","1","",
"2016-08-28 15:33:39","0","",
"2016-08-28 15:43:57","0","",
"2016-08-28 15:49:11","1","",
"2016-08-28 15:51:03","0","",
"2016-08-28 15:56:24","1","",
"2016-08-28 15:57:28","1","",
"2016-08-28 15:59:21","0","",
"2016-08-28 16:09:39","0","",
"2016-08-28 16:19:57","0","",
"2016-08-28 16:25:08","1","",
"2016-08-28 16:27:00","0","",
"2016-08-28 16:27:04","1","",
"2016-08-28 16:28:56","0","",
"2016-08-28 16:30:29","1","",
"2016-08-28 16:31:26","1","",
"2016-08-28 16:33:18","0","",
"2016-08-28 16:33:40","1","",
"2016-08-28 16:35:32","0","",
"2016-08-28 16:36:39","1","",
"2016-08-28 16:37:43","1","",
"2016-08-28 16:39:36","0","",
"2016-08-28 16:49:54","0","",
"2016-08-28 16:51:30","1","",
"2016-08-28 16:53:22","0","",
"2016-08-28 16:54:35","1","",
"2016-08-28 16:56:27","0","",
"2016-08-28 16:56:41","1","",
"2016-08-28 16:58:33","0","",
"2016-08-28 17:06:44","1","",
"2016-08-28 17:08:36","0","",
"2016-08-28 17:10:22","1","",
"2016-08-28 17:12:15","0","",
"2016-08-28 17:14:58","1","",
"2016-08-28 17:16:29","1","",
"2016-08-28 17:18:21","0","",
"2016-08-28 17:28:39","0","",
"2016-08-28 17:30:54","1","",
"2016-08-28 17:32:46","0","",
"2016-08-28 17:33:46","1","",
"2016-08-28 17:35:38","0","",
"2016-08-28 17:39:44","1","",
"2016-08-28 17:41:37","0","",
"2016-08-28 17:42:08","1","",
"2016-08-28 17:44:00","0","",
"2016-08-28 17:46:57","1","",
"2016-08-28 17:48:11","1","",
"2016-08-28 17:50:03","0","",
"2016-08-28 17:50:13","1","",
"2016-08-28 17:52:06","0","",
"2016-08-28 17:54:38","1","",
"2016-08-28 17:56:00","1","",
"2016-08-28 17:57:52","0","",
"2016-08-28 18:08:09","0","",
"2016-08-28 18:18:27","0","",
"2016-08-28 18:28:45","0","",
"2016-08-28 18:39:04","0","",
"2016-08-28 18:46:21","1","",
"2016-08-28 18:47:23","1","",
"2016-08-28 18:49:16","0","",
"2016-08-28 18:53:58","1","",
"2016-08-28 18:55:25","1","",
"2016-08-28 18:57:18","0","",
"2016-08-28 19:07:36","0","",
"2016-08-28 19:14:40","1","",
"2016-08-28 19:16:33","0","",
"2016-08-28 19:17:29","1","",
"2016-08-28 19:18:25","1","",
"2016-08-28 19:20:18","0","",
