"DateAndTime","OS_bloom-hall131 (Bloomberg-1 West-Hall 131) Occupancy","",
"2016-08-31 11:22:50","0","",
"2016-08-31 11:31:02","1","",
"2016-08-31 11:32:01","1","",
"2016-08-31 11:33:21","1","",
"2016-08-31 11:35:16","0","",
"2016-08-31 11:45:45","0","",
"2016-08-31 11:56:13","0","",
"2016-08-31 12:06:42","0","",
"2016-08-31 12:17:11","0","",
"2016-08-31 12:27:40","0","",
"2016-08-31 12:34:45","1","",
"2016-08-31 12:35:50","1","",
"2016-08-31 12:37:44","0","",
"2016-08-31 12:38:11","1","",
"2016-08-31 12:39:29","1","",
"2016-08-31 12:41:23","0","",
"2016-08-31 12:41:36","1","",
"2016-08-31 12:43:31","0","",
"2016-08-31 12:45:35","1","",
"2016-08-31 12:46:32","1","",
"2016-08-31 12:47:29","1","",
"2016-08-31 12:49:00","1","",
"2016-08-31 12:49:58","1","",
"2016-08-31 12:51:01","1","",
"2016-08-31 12:51:59","1","",
"2016-08-31 12:53:02","1","",
"2016-08-31 12:54:53","1","",
"2016-08-31 12:55:52","1","",
"2016-08-31 12:57:16","1","",
"2016-08-31 12:58:15","1","",
"2016-08-31 12:59:21","1","",
"2016-08-31 13:00:19","1","",
"2016-08-31 13:02:13","0","",
"2016-08-31 13:04:17","1","",
"2016-08-31 13:05:14","1","",
"2016-08-31 13:07:09","0","",
"2016-08-31 13:07:17","1","",
"2016-08-31 13:09:12","0","",
"2016-08-31 13:09:57","1","",
"2016-08-31 13:10:58","1","",
"2016-08-31 13:12:32","1","",
"2016-08-31 13:13:32","1","",
"2016-08-31 13:14:30","1","",
"2016-08-31 13:15:49","1","",
"2016-08-31 13:16:46","1","",
"2016-08-31 13:18:40","0","",
"2016-08-31 13:18:52","1","",
"2016-08-31 13:19:49","1","",
"2016-08-31 13:20:46","1","",
"2016-08-31 13:21:49","1","",
"2016-08-31 13:22:47","1","",
"2016-08-31 13:23:46","1","",
"2016-08-31 13:24:43","1","",
"2016-08-31 13:25:56","1","",
"2016-08-31 13:27:18","1","",
"2016-08-31 13:28:16","1","",
"2016-08-31 13:29:21","1","",
"2016-08-31 13:31:16","0","",
"2016-08-31 13:31:25","1","",
"2016-08-31 13:33:19","0","",
"2016-08-31 13:34:53","1","",
"2016-08-31 13:36:47","0","",
"2016-08-31 13:41:48","1","",
"2016-08-31 13:43:42","0","",
"2016-08-31 13:43:49","1","",
"2016-08-31 13:44:47","1","",
"2016-08-31 13:46:41","0","",
"2016-08-31 13:50:23","1","",
"2016-08-31 13:51:32","1","",
"2016-08-31 13:53:27","0","",
"2016-08-31 14:03:56","0","",
"2016-08-31 14:14:24","0","",
"2016-08-31 14:24:53","0","",
"2016-08-31 14:35:23","0","",
"2016-08-31 14:45:51","0","",
"2016-08-31 14:56:20","0","",
"2016-08-31 15:06:47","0","",
"2016-08-31 15:17:15","0","",
"2016-08-31 15:27:43","0","",
"2016-08-31 15:38:12","0","",
"2016-08-31 15:48:40","0","",
"2016-08-31 15:59:08","0","",
"2016-08-31 16:09:36","0","",
"2016-08-31 16:20:04","0","",
"2016-08-31 16:30:32","0","",
"2016-08-31 16:41:02","0","",
"2016-08-31 16:51:30","0","",
"2016-08-31 17:01:58","0","",
"2016-08-31 17:12:26","0","",
"2016-08-31 17:22:54","0","",
"2016-08-31 17:33:22","0","",
"2016-08-31 17:43:51","0","",
"2016-08-31 17:54:20","0","",
"2016-08-31 18:04:48","0","",
"2016-08-31 18:15:15","0","",
"2016-08-31 18:25:43","0","",
"2016-08-31 18:36:11","0","",
"2016-08-31 18:46:39","0","",
"2016-08-31 18:57:07","0","",
"2016-08-31 19:07:36","0","",
"2016-08-31 19:18:04","0","",
"2016-08-31 19:28:32","0","",
"2016-08-31 19:39:01","0","",
"2016-08-31 19:49:30","0","",
