"DateAndTime","OS_Hall121 (Bloomberg-1 West-Hall 121) Occupancy","",
"2016-08-31 05:43:35","0","",
"2016-08-31 05:54:05","0","",
"2016-08-31 06:04:35","0","",
"2016-08-31 06:15:05","0","",
"2016-08-31 06:25:36","0","",
"2016-08-31 06:36:06","0","",
"2016-08-31 06:46:36","0","",
"2016-08-31 06:57:06","0","",
"2016-08-31 07:07:36","0","",
"2016-08-31 07:18:05","0","",
"2016-08-31 07:28:36","0","",
"2016-08-31 07:39:06","0","",
"2016-08-31 07:49:37","0","",
"2016-08-31 08:00:07","0","",
"2016-08-31 08:10:37","0","",
"2016-08-31 08:21:08","0","",
"2016-08-31 08:31:38","0","",
"2016-08-31 08:42:09","0","",
"2016-08-31 08:52:39","0","",
"2016-08-31 09:03:10","0","",
"2016-08-31 09:13:40","0","",
"2016-08-31 09:24:10","0","",
"2016-08-31 09:34:40","0","",
"2016-08-31 09:45:10","0","",
"2016-08-31 09:55:41","0","",
"2016-08-31 10:06:10","0","",
"2016-08-31 10:16:41","0","",
"2016-08-31 10:27:12","0","",
"2016-08-31 10:37:42","0","",
"2016-08-31 10:48:12","0","",
"2016-08-31 10:58:42","0","",
"2016-08-31 11:09:12","0","",
"2016-08-31 11:19:42","0","",
"2016-08-31 11:30:12","0","",
"2016-08-31 11:33:59","1","",
"2016-08-31 11:35:17","1","",
"2016-08-31 11:36:39","1","",
"2016-08-31 11:38:33","0","",
"2016-08-31 11:49:03","0","",
"2016-08-31 11:59:33","0","",
"2016-08-31 12:10:02","0","",
"2016-08-31 12:20:33","0","",
"2016-08-31 12:31:03","0","",
"2016-08-31 12:41:33","0","",
"2016-08-31 12:52:03","0","",
"2016-08-31 13:02:33","0","",
"2016-08-31 13:13:03","0","",
"2016-08-31 13:19:15","1","",
"2016-08-31 13:20:13","1","",
"2016-08-31 13:21:10","1","",
"2016-08-31 13:22:07","1","",
"2016-08-31 13:24:02","0","",
"2016-08-31 13:24:09","1","",
"2016-08-31 13:25:23","1","",
"2016-08-31 13:26:32","1","",
"2016-08-31 13:27:32","1","",
"2016-08-31 13:28:29","1","",
"2016-08-31 13:29:26","1","",
"2016-08-31 13:30:37","1","",
"2016-08-31 13:31:35","1","",
"2016-08-31 13:32:32","1","",
"2016-08-31 13:33:34","1","",
"2016-08-31 13:34:33","1","",
"2016-08-31 13:35:32","1","",
"2016-08-31 13:36:44","1","",
"2016-08-31 13:38:39","0","",
"2016-08-31 13:40:01","1","",
"2016-08-31 13:40:59","1","",
"2016-08-31 13:42:11","1","",
"2016-08-31 13:43:09","1","",
"2016-08-31 13:44:06","1","",
"2016-08-31 13:45:07","1","",
"2016-08-31 13:47:02","0","",
"2016-08-31 13:57:32","0","",
"2016-08-31 14:08:02","0","",
"2016-08-31 14:18:33","0","",
"2016-08-31 14:29:03","0","",
"2016-08-31 14:39:33","0","",
"2016-08-31 14:50:03","0","",
"2016-08-31 15:00:32","0","",
"2016-08-31 15:11:02","0","",
"2016-08-31 15:21:32","0","",
"2016-08-31 15:32:02","0","",
"2016-08-31 15:42:32","0","",
"2016-08-31 15:53:02","0","",
"2016-08-31 16:03:32","0","",
"2016-08-31 16:14:02","0","",
"2016-08-31 16:24:32","0","",
"2016-08-31 16:35:02","0","",
"2016-08-31 16:45:31","0","",
"2016-08-31 16:56:01","0","",
"2016-08-31 17:06:30","0","",
"2016-08-31 17:17:00","0","",
"2016-08-31 17:27:30","0","",
"2016-08-31 17:38:00","0","",
"2016-08-31 17:48:30","0","",
"2016-08-31 17:59:00","0","",
"2016-08-31 18:09:30","0","",
"2016-08-31 18:19:59","0","",
"2016-08-31 18:30:29","0","",
"2016-08-31 18:40:59","0","",
"2016-08-31 18:51:28","0","",
"2016-08-31 19:01:59","0","",
"2016-08-31 19:12:29","0","",
"2016-08-31 19:22:59","0","",
"2016-08-31 19:33:29","0","",
"2016-08-31 19:43:59","0","",
"2016-08-31 19:54:29","0","",
"2016-08-31 20:05:00","0","",
"2016-08-31 20:15:30","0","",
"2016-08-31 20:26:00","0","",
"2016-08-31 20:36:30","0","",
"2016-08-31 20:47:01","0","",
"2016-08-31 20:57:31","0","",
"2016-08-31 21:08:02","0","",
"2016-08-31 21:18:32","0","",
"2016-08-31 21:29:02","0","",
"2016-08-31 21:39:32","0","",
"2016-08-31 21:50:03","0","",
"2016-08-31 22:00:32","0","",
"2016-08-31 22:11:02","0","",
"2016-08-31 22:21:32","0","",
"2016-08-31 22:32:02","0","",
"2016-08-31 22:42:32","0","",
"2016-08-31 22:53:03","0","",
"2016-08-31 23:03:32","0","",
"2016-08-31 23:14:02","0","",
"2016-08-31 23:24:32","0","",
"2016-08-31 23:35:02","0","",
"2016-08-31 23:45:32","0","",
"2016-08-31 23:56:02","0","",
"2016-09-01 00:06:31","0","",
"2016-09-01 00:17:02","0","",
"2016-09-01 00:27:31","0","",
"2016-09-01 00:38:01","0","",
"2016-09-01 00:48:32","0","",
"2016-09-01 00:59:02","0","",
"2016-09-01 01:09:31","0","",
"2016-09-01 01:20:01","0","",
"2016-09-01 01:30:31","0","",
"2016-09-01 01:41:00","0","",
"2016-09-01 01:51:30","0","",
"2016-09-01 02:02:00","0","",
"2016-09-01 02:12:30","0","",
"2016-09-01 02:23:00","0","",
"2016-09-01 02:33:30","0","",
"2016-09-01 02:44:00","0","",
"2016-09-01 02:54:29","0","",
"2016-09-01 03:04:59","0","",
"2016-09-01 03:15:29","0","",
"2016-09-01 03:25:58","0","",
"2016-09-01 03:36:28","0","",
"2016-09-01 03:46:58","0","",
"2016-09-01 03:57:28","0","",
"2016-09-01 04:07:58","0","",
"2016-09-01 04:18:28","0","",
"2016-09-01 04:28:59","0","",
"2016-09-01 04:39:29","0","",
"2016-09-01 04:49:59","0","",
"2016-09-01 05:00:30","0","",
"2016-09-01 05:11:00","0","",
"2016-09-01 05:21:30","0","",
"2016-09-01 05:32:00","0","",
"2016-09-01 05:42:30","0","",
"2016-09-01 05:53:00","0","",
"2016-09-01 06:03:30","0","",
"2016-09-01 06:14:00","0","",
"2016-09-01 06:24:30","0","",
"2016-09-01 06:35:00","0","",
"2016-09-01 06:45:30","0","",
"2016-09-01 06:56:00","0","",
"2016-09-01 07:06:29","0","",
"2016-09-01 07:17:00","0","",
"2016-09-01 07:27:30","0","",
"2016-09-01 07:38:00","0","",
"2016-09-01 07:48:30","0","",
"2016-09-01 07:59:00","0","",
"2016-09-01 08:09:29","0","",
"2016-09-01 08:20:00","0","",
"2016-09-01 08:30:30","0","",
"2016-09-01 08:41:00","0","",
"2016-09-01 08:51:30","0","",
"2016-09-01 09:02:00","0","",
"2016-09-01 09:12:31","0","",
"2016-09-01 09:23:01","0","",
"2016-09-01 09:33:31","0","",
"2016-09-01 09:44:01","0","",
"2016-09-01 09:54:32","0","",
"2016-09-01 10:05:01","0","",
"2016-09-01 10:15:32","0","",
"2016-09-01 10:26:02","0","",
"2016-09-01 10:36:32","0","",
"2016-09-01 10:47:03","0","",
"2016-09-01 10:57:33","0","",
"2016-09-01 11:08:03","0","",
"2016-09-01 11:18:33","0","",
"2016-09-01 11:29:03","0","",
"2016-09-01 11:39:33","0","",
"2016-09-01 11:50:03","0","",
"2016-09-01 12:00:32","0","",
"2016-09-01 12:11:03","0","",
"2016-09-01 12:21:33","0","",
"2016-09-01 12:32:03","0","",
"2016-09-01 12:42:33","0","",
"2016-09-01 12:53:04","0","",
"2016-09-01 13:03:34","0","",
"2016-09-01 13:14:04","0","",
"2016-09-01 13:24:35","0","",
"2016-09-01 13:35:05","0","",
"2016-09-01 13:45:35","0","",
"2016-09-01 13:56:05","0","",
"2016-09-01 14:06:35","0","",
"2016-09-01 14:17:05","0","",
"2016-09-01 14:27:35","0","",
"2016-09-01 14:38:05","0","",
"2016-09-01 14:48:36","0","",
"2016-09-01 14:59:06","0","",
"2016-09-01 15:09:35","0","",
"2016-09-01 15:20:05","0","",
"2016-09-01 15:30:36","0","",
"2016-09-01 15:41:06","0","",
"2016-09-01 15:51:36","0","",
"2016-09-01 16:02:06","0","",
"2016-09-01 16:12:36","0","",
"2016-09-01 16:23:06","0","",
"2016-09-01 16:33:36","0","",
"2016-09-01 16:44:06","0","",
"2016-09-01 16:54:36","0","",
"2016-09-01 17:05:05","0","",
"2016-09-01 17:15:35","0","",
"2016-09-01 17:26:05","0","",
"2016-09-01 17:36:34","0","",
"2016-09-01 17:47:04","0","",
"2016-09-01 17:57:34","0","",
"2016-09-01 18:08:03","0","",
"2016-09-01 18:18:32","0","",
"2016-09-01 18:29:01","0","",
"2016-09-01 18:39:31","0","",
"2016-09-01 18:50:01","0","",
"2016-09-01 19:00:30","0","",
"2016-09-01 19:11:00","0","",
"2016-09-01 19:21:30","0","",
"2016-09-01 19:31:59","0","",
"2016-09-01 19:42:29","0","",
"2016-09-01 19:52:58","0","",
"2016-09-01 20:03:28","0","",
"2016-09-01 20:13:58","0","",
"2016-09-01 20:24:28","0","",
"2016-09-01 20:34:58","0","",
"2016-09-01 20:45:28","0","",
"2016-09-01 20:55:58","0","",
"2016-09-01 21:06:27","0","",
"2016-09-01 21:16:57","0","",
"2016-09-01 21:27:27","0","",
"2016-09-01 21:37:56","0","",
"2016-09-01 21:48:26","0","",
"2016-09-01 21:58:55","0","",
"2016-09-01 22:09:24","0","",
"2016-09-01 22:19:54","0","",
"2016-09-01 22:30:23","0","",
"2016-09-01 22:40:53","0","",
"2016-09-01 22:51:23","0","",
"2016-09-01 23:01:52","0","",
"2016-09-01 23:12:22","0","",
"2016-09-01 23:22:52","0","",
"2016-09-01 23:33:21","0","",
"2016-09-01 23:43:50","0","",
"2016-09-01 23:54:20","0","",
"2016-09-02 00:04:50","0","",
"2016-09-02 00:15:20","0","",
"2016-09-02 00:25:50","0","",
"2016-09-02 00:36:21","0","",
"2016-09-02 00:46:50","0","",
"2016-09-02 00:57:20","0","",
"2016-09-02 01:07:49","0","",
"2016-09-02 01:18:19","0","",
"2016-09-02 01:28:48","0","",
"2016-09-02 01:39:18","0","",
"2016-09-02 01:49:48","0","",
"2016-09-02 02:00:17","0","",
"2016-09-02 02:10:47","0","",
"2016-09-02 02:21:16","0","",
"2016-09-02 02:31:45","0","",
"2016-09-02 02:42:14","0","",
"2016-09-02 02:52:44","0","",
"2016-09-02 03:03:12","0","",
"2016-09-02 03:13:42","0","",
"2016-09-02 03:24:11","0","",
"2016-09-02 03:34:41","0","",
"2016-09-02 03:45:10","0","",
"2016-09-02 03:55:39","0","",
"2016-09-02 04:06:09","0","",
"2016-09-02 04:16:39","0","",
"2016-09-02 04:27:08","0","",
"2016-09-02 04:37:37","0","",
"2016-09-02 04:48:07","0","",
"2016-09-02 04:58:37","0","",
"2016-09-02 05:09:07","0","",
"2016-09-02 05:19:36","0","",
"2016-09-02 05:30:06","0","",
"2016-09-02 05:40:35","0","",
"2016-09-02 05:51:05","0","",
"2016-09-02 06:01:33","0","",
"2016-09-02 06:12:02","0","",
"2016-09-02 06:13:02","1","",
"2016-09-02 06:14:56","0","",
"2016-09-02 06:25:25","0","",
"2016-09-02 06:35:54","0","",
"2016-09-02 06:46:24","0","",
"2016-09-02 06:56:53","0","",
"2016-09-02 07:07:22","0","",
"2016-09-02 07:17:51","0","",
"2016-09-02 07:28:21","0","",
"2016-09-02 07:38:51","0","",
"2016-09-02 07:49:20","0","",
"2016-09-02 07:59:50","0","",
"2016-09-02 08:10:19","0","",
"2016-09-02 08:20:49","0","",
"2016-09-02 08:31:18","0","",
"2016-09-02 08:41:47","0","",
"2016-09-02 08:52:17","0","",
"2016-09-02 09:02:46","0","",
"2016-09-02 09:13:15","0","",
"2016-09-02 09:23:45","0","",
"2016-09-02 09:34:15","0","",
"2016-09-02 09:44:45","0","",
"2016-09-02 09:55:14","0","",
"2016-09-02 10:05:43","0","",
"2016-09-02 10:16:12","0","",
"2016-09-02 10:26:42","0","",
"2016-09-02 10:37:12","0","",
"2016-09-02 10:47:41","0","",
"2016-09-02 10:58:10","0","",
"2016-09-02 11:00:12","1","",
"2016-09-02 11:01:11","1","",
"2016-09-02 11:03:06","0","",
"2016-09-02 11:13:35","0","",
"2016-09-02 11:24:04","0","",
"2016-09-02 11:34:33","0","",
"2016-09-02 11:45:03","0","",
"2016-09-02 11:55:31","0","",
"2016-09-02 12:06:00","0","",
"2016-09-02 12:16:29","0","",
"2016-09-02 12:26:59","0","",
"2016-09-02 12:37:28","0","",
"2016-09-02 12:47:58","0","",
"2016-09-02 12:58:27","0","",
"2016-09-02 13:08:56","0","",
"2016-09-02 13:19:26","0","",
"2016-09-02 13:29:55","0","",
"2016-09-02 13:40:24","0","",
"2016-09-02 13:50:54","0","",
"2016-09-02 14:01:23","0","",
"2016-09-02 14:11:53","0","",
"2016-09-02 14:22:22","0","",
"2016-09-02 14:32:52","0","",
"2016-09-02 14:43:21","0","",
"2016-09-02 14:53:51","0","",
"2016-09-02 15:04:20","0","",
"2016-09-02 15:14:49","0","",
"2016-09-02 15:25:18","0","",
"2016-09-02 15:35:48","0","",
"2016-09-02 15:46:17","0","",
"2016-09-02 15:56:46","0","",
"2016-09-02 16:07:15","0","",
"2016-09-02 16:17:45","0","",
"2016-09-02 16:28:14","0","",
"2016-09-02 16:38:44","0","",
"2016-09-02 16:49:13","0","",
"2016-09-02 16:59:42","0","",
"2016-09-02 17:10:11","0","",
"2016-09-02 17:20:41","0","",
"2016-09-02 17:31:10","0","",
"2016-09-02 17:41:39","0","",
"2016-09-02 17:52:08","0","",
"2016-09-02 18:02:37","0","",
"2016-09-02 18:13:06","0","",
"2016-09-02 18:23:35","0","",
"2016-09-02 18:34:04","0","",
"2016-09-02 18:44:33","0","",
"2016-09-02 18:55:02","0","",
"2016-09-02 19:05:31","0","",
"2016-09-02 19:16:00","0","",
"2016-09-02 19:26:29","0","",
"2016-09-02 19:36:59","0","",
"2016-09-02 19:47:28","0","",
"2016-09-02 19:57:57","0","",
"2016-09-02 20:18:54","0","",
"2016-09-02 20:29:22","0","",
"2016-09-02 20:39:51","0","",
"2016-09-02 20:50:20","0","",
"2016-09-02 21:00:48","0","",
"2016-09-02 21:11:17","0","",
"2016-09-02 21:21:46","0","",
"2016-09-02 21:32:15","0","",
"2016-09-02 21:42:43","0","",
"2016-09-02 21:53:12","0","",
"2016-09-02 22:03:42","0","",
"2016-09-02 22:14:10","0","",
"2016-09-02 22:24:39","0","",
"2016-09-02 22:35:08","0","",
"2016-09-02 22:45:37","0","",
"2016-09-02 22:56:06","0","",
"2016-09-02 23:06:35","0","",
"2016-09-02 23:17:04","0","",
"2016-09-02 23:27:33","0","",
"2016-09-02 23:38:03","0","",
"2016-09-02 23:48:32","0","",
"2016-09-02 23:59:01","0","",
"2016-09-03 00:09:30","0","",
"2016-09-03 00:19:59","0","",
"2016-09-03 00:30:27","0","",
"2016-09-03 00:40:56","0","",
"2016-09-03 00:51:25","0","",
"2016-09-03 01:01:54","0","",
"2016-09-03 01:12:23","0","",
"2016-09-03 01:22:52","0","",
"2016-09-03 01:33:21","0","",
"2016-09-03 01:43:50","0","",
"2016-09-03 01:54:19","0","",
"2016-09-03 02:04:48","0","",
"2016-09-03 02:15:16","0","",
"2016-09-03 02:25:45","0","",
"2016-09-03 02:36:14","0","",
"2016-09-03 02:46:43","0","",
"2016-09-03 02:57:12","0","",
"2016-09-03 03:07:41","0","",
"2016-09-03 03:18:10","0","",
"2016-09-03 03:28:39","0","",
"2016-09-03 03:39:08","0","",
"2016-09-03 03:49:37","0","",
"2016-09-03 04:00:05","0","",
"2016-09-03 04:10:34","0","",
"2016-09-03 04:21:03","0","",
"2016-09-03 04:31:32","0","",
"2016-09-03 04:42:01","0","",
"2016-09-03 04:52:30","0","",
"2016-09-03 05:02:58","0","",
"2016-09-03 05:13:28","0","",
"2016-09-03 05:23:57","0","",
"2016-09-03 05:34:26","0","",
"2016-09-03 05:44:55","0","",
"2016-09-03 05:55:24","0","",
"2016-09-03 06:05:53","0","",
"2016-09-03 06:16:22","0","",
"2016-09-03 06:26:51","0","",
"2016-09-03 06:37:20","0","",
"2016-09-03 06:47:49","0","",
"2016-09-03 06:58:18","0","",
"2016-09-03 07:08:46","0","",
"2016-09-03 07:19:15","0","",
"2016-09-03 07:29:44","0","",
"2016-09-03 07:40:14","0","",
"2016-09-03 07:50:44","0","",
"2016-09-03 08:01:13","0","",
"2016-09-03 08:11:43","0","",
"2016-09-03 08:22:12","0","",
"2016-09-03 08:32:41","0","",
"2016-09-03 08:43:10","0","",
"2016-09-03 08:53:39","0","",
"2016-09-03 09:04:08","0","",
"2016-09-03 09:14:37","0","",
"2016-09-03 09:25:05","0","",
"2016-09-03 09:35:34","0","",
"2016-09-03 09:46:03","0","",
"2016-09-03 09:56:32","0","",
"2016-09-03 10:07:00","0","",
"2016-09-03 10:17:29","0","",
"2016-09-03 10:27:58","0","",
"2016-09-03 10:38:27","0","",
"2016-09-03 10:48:56","0","",
"2016-09-03 10:59:25","0","",
"2016-09-03 11:09:54","0","",
"2016-09-03 11:20:23","0","",
"2016-09-03 11:30:51","0","",
"2016-09-03 11:41:20","0","",
"2016-09-03 11:51:49","0","",
"2016-09-03 12:02:17","0","",
"2016-09-03 12:12:46","0","",
"2016-09-03 12:23:15","0","",
"2016-09-03 12:33:44","0","",
"2016-09-03 12:44:13","0","",
"2016-09-03 12:54:42","0","",
"2016-09-03 13:05:10","0","",
"2016-09-03 13:15:39","0","",
"2016-09-03 13:26:08","0","",
"2016-09-03 13:36:37","0","",
"2016-09-03 13:47:05","0","",
"2016-09-03 13:57:34","0","",
"2016-09-03 14:08:02","0","",
"2016-09-03 14:18:31","0","",
"2016-09-03 14:29:00","0","",
"2016-09-03 14:39:29","0","",
"2016-09-03 14:49:58","0","",
"2016-09-03 15:00:27","0","",
"2016-09-03 15:10:56","0","",
"2016-09-03 15:21:25","0","",
"2016-09-03 15:31:53","0","",
"2016-09-03 15:42:22","0","",
"2016-09-03 15:52:51","0","",
"2016-09-03 16:03:19","0","",
"2016-09-03 16:13:49","0","",
"2016-09-03 16:24:18","0","",
"2016-09-03 16:34:47","0","",
"2016-09-03 16:45:16","0","",
"2016-09-03 16:55:46","0","",
"2016-09-03 17:06:14","0","",
"2016-09-03 17:16:43","0","",
"2016-09-03 17:27:12","0","",
"2016-09-03 17:37:42","0","",
"2016-09-03 17:48:10","0","",
"2016-09-03 17:58:39","0","",
"2016-09-03 18:09:08","0","",
"2016-09-03 18:19:37","0","",
"2016-09-03 18:30:05","0","",
"2016-09-03 18:40:34","0","",
"2016-09-03 18:51:03","0","",
"2016-09-03 19:01:32","0","",
"2016-09-03 19:12:00","0","",
"2016-09-03 19:22:29","0","",
"2016-09-03 19:32:59","0","",
"2016-09-03 19:43:28","0","",
"2016-09-03 19:53:57","0","",
"2016-09-03 20:04:25","0","",
"2016-09-03 20:14:54","0","",
"2016-09-03 20:25:23","0","",
"2016-09-03 20:35:52","0","",
"2016-09-03 20:46:21","0","",
"2016-09-03 20:56:50","0","",
"2016-09-03 21:07:18","0","",
"2016-09-03 21:17:47","0","",
"2016-09-03 21:28:16","0","",
"2016-09-03 21:38:45","0","",
"2016-09-03 21:49:14","0","",
"2016-09-03 21:59:44","0","",
"2016-09-03 22:10:12","0","",
"2016-09-03 22:20:40","0","",
"2016-09-03 22:31:09","0","",
"2016-09-03 22:41:38","0","",
"2016-09-03 22:52:07","0","",
"2016-09-03 23:02:35","0","",
"2016-09-03 23:13:04","0","",
"2016-09-03 23:23:33","0","",
"2016-09-03 23:34:02","0","",
"2016-09-03 23:44:31","0","",
"2016-09-03 23:55:00","0","",
"2016-09-04 00:05:29","0","",
"2016-09-04 00:15:58","0","",
"2016-09-04 00:26:26","0","",
"2016-09-04 00:36:55","0","",
"2016-09-04 00:47:24","0","",
"2016-09-04 00:57:53","0","",
"2016-09-04 01:08:22","0","",
"2016-09-04 01:18:51","0","",
"2016-09-04 01:29:20","0","",
"2016-09-04 01:39:48","0","",
"2016-09-04 01:50:17","0","",
"2016-09-04 02:00:45","0","",
"2016-09-04 02:11:14","0","",
"2016-09-04 02:21:43","0","",
"2016-09-04 02:32:12","0","",
"2016-09-04 02:42:40","0","",
"2016-09-04 02:53:09","0","",
"2016-09-04 03:03:37","0","",
"2016-09-04 03:14:06","0","",
"2016-09-04 03:24:35","0","",
"2016-09-04 03:35:04","0","",
"2016-09-04 03:45:33","0","",
"2016-09-04 03:56:02","0","",
"2016-09-04 04:06:30","0","",
"2016-09-04 04:16:59","0","",
"2016-09-04 04:27:27","0","",
"2016-09-04 04:37:56","0","",
"2016-09-04 04:48:25","0","",
"2016-09-04 04:58:54","0","",
"2016-09-04 05:09:23","0","",
"2016-09-04 05:19:51","0","",
"2016-09-04 05:30:20","0","",
"2016-09-04 05:40:48","0","",
"2016-09-04 05:51:17","0","",
"2016-09-04 06:01:46","0","",
"2016-09-04 06:12:14","0","",
"2016-09-04 06:22:43","0","",
"2016-09-04 06:33:12","0","",
"2016-09-04 06:43:41","0","",
"2016-09-04 06:54:09","0","",
"2016-09-04 07:04:38","0","",
"2016-09-04 07:15:06","0","",
"2016-09-04 07:25:35","0","",
"2016-09-04 07:36:04","0","",
"2016-09-04 07:46:32","0","",
"2016-09-04 07:57:01","0","",
"2016-09-04 08:07:29","0","",
"2016-09-04 08:17:59","0","",
"2016-09-04 08:28:27","0","",
"2016-09-04 08:38:56","0","",
"2016-09-04 08:49:25","0","",
"2016-09-04 08:59:53","0","",
"2016-09-04 09:10:22","0","",
"2016-09-04 09:20:50","0","",
"2016-09-04 09:31:19","0","",
"2016-09-04 09:41:48","0","",
"2016-09-04 09:52:17","0","",
"2016-09-04 10:02:46","0","",
"2016-09-04 10:13:15","0","",
"2016-09-04 10:23:43","0","",
"2016-09-04 10:34:12","0","",
"2016-09-04 10:44:41","0","",
"2016-09-04 10:55:10","0","",
"2016-09-04 11:05:39","0","",
"2016-09-04 11:16:08","0","",
"2016-09-04 11:26:37","0","",
"2016-09-04 11:37:06","0","",
"2016-09-04 11:47:34","0","",
"2016-09-04 11:58:03","0","",
"2016-09-04 12:08:32","0","",
"2016-09-04 12:19:02","0","",
"2016-09-04 12:29:31","0","",
"2016-09-04 12:40:00","0","",
"2016-09-04 12:50:29","0","",
"2016-09-04 13:00:58","0","",
"2016-09-04 13:11:28","0","",
"2016-09-04 13:21:57","0","",
"2016-09-04 13:32:26","0","",
"2016-09-04 13:42:55","0","",
"2016-09-04 13:53:24","0","",
"2016-09-04 14:03:52","0","",
"2016-09-04 14:14:21","0","",
"2016-09-04 14:24:50","0","",
"2016-09-04 14:35:18","0","",
"2016-09-04 15:06:44","0","",
"2016-09-04 15:17:13","0","",
"2016-09-04 15:27:41","0","",
"2016-09-04 15:38:10","0","",
"2016-09-04 15:48:39","0","",
"2016-09-04 15:59:07","0","",
"2016-09-04 16:09:35","0","",
"2016-09-04 16:20:04","0","",
"2016-09-04 16:30:33","0","",
"2016-09-04 16:41:01","0","",
"2016-09-04 16:51:30","0","",
"2016-09-04 17:01:58","0","",
"2016-09-04 17:12:26","0","",
"2016-09-04 17:22:55","0","",
"2016-09-04 17:33:24","0","",
"2016-09-04 17:43:53","0","",
"2016-09-04 17:54:22","0","",
"2016-09-04 18:04:49","0","",
"2016-09-04 18:15:18","0","",
"2016-09-04 18:25:47","0","",
"2016-09-04 18:36:15","0","",
"2016-09-04 18:46:44","0","",
"2016-09-04 18:57:12","0","",
"2016-09-04 19:07:42","0","",
"2016-09-04 19:18:11","0","",
"2016-09-04 19:28:39","0","",
"2016-09-04 19:39:07","0","",
"2016-09-04 19:49:35","0","",
"2016-09-04 20:00:03","0","",
"2016-09-04 20:10:31","0","",
"2016-09-04 20:21:00","0","",
"2016-09-04 20:31:28","0","",
"2016-09-04 20:41:56","0","",
"2016-09-04 20:52:25","0","",
"2016-09-04 21:02:53","0","",
"2016-09-04 21:13:21","0","",
"2016-09-04 21:23:50","0","",
"2016-09-04 21:34:19","0","",
"2016-09-04 21:44:47","0","",
"2016-09-04 21:55:16","0","",
"2016-09-04 22:05:45","0","",
"2016-09-04 22:26:42","0","",
"2016-09-04 22:37:10","0","",
"2016-09-04 22:47:39","0","",
"2016-09-04 22:58:07","0","",
"2016-09-04 23:08:35","0","",
"2016-09-04 23:19:03","0","",
"2016-09-04 23:29:32","0","",
"2016-09-04 23:40:00","0","",
"2016-09-04 23:50:28","0","",
"2016-09-05 00:00:57","0","",
"2016-09-05 00:11:26","0","",
"2016-09-05 00:21:54","0","",
"2016-09-05 00:32:23","0","",
"2016-09-05 00:42:52","0","",
"2016-09-05 00:53:21","0","",
"2016-09-05 01:03:50","0","",
"2016-09-05 01:14:19","0","",
"2016-09-05 01:24:47","0","",
"2016-09-05 01:35:16","0","",
"2016-09-05 01:45:44","0","",
"2016-09-05 01:56:13","0","",
"2016-09-05 02:06:41","0","",
"2016-09-05 02:17:10","0","",
"2016-09-05 02:27:39","0","",
"2016-09-05 02:38:08","0","",
"2016-09-05 02:48:36","0","",
"2016-09-05 02:59:05","0","",
"2016-09-05 03:09:34","0","",
"2016-09-05 03:20:02","0","",
"2016-09-05 03:30:31","0","",
"2016-09-05 03:40:59","0","",
"2016-09-05 03:51:28","0","",
"2016-09-05 04:01:57","0","",
"2016-09-05 04:12:26","0","",
"2016-09-05 04:22:55","0","",
"2016-09-05 04:33:24","0","",
"2016-09-05 04:43:52","0","",
"2016-09-05 04:54:21","0","",
"2016-09-05 05:04:50","0","",
"2016-09-05 05:15:19","0","",
"2016-09-05 05:25:48","0","",
"2016-09-05 05:36:17","0","",
"2016-09-05 05:46:45","0","",
"2016-09-05 05:57:14","0","",
"2016-09-05 06:07:42","0","",
"2016-09-05 06:18:10","0","",
"2016-09-05 06:28:39","0","",
"2016-09-05 06:39:07","0","",
"2016-09-05 06:49:36","0","",
"2016-09-05 07:00:04","0","",
"2016-09-05 07:10:33","0","",
"2016-09-05 07:21:02","0","",
"2016-09-05 07:31:31","0","",
"2016-09-05 07:42:00","0","",
"2016-09-05 07:52:28","0","",
"2016-09-05 08:02:57","0","",
"2016-09-05 08:13:26","0","",
"2016-09-05 08:23:55","0","",
"2016-09-05 08:34:24","0","",
"2016-09-05 08:44:52","0","",
"2016-09-05 08:55:20","0","",
"2016-09-05 09:05:50","0","",
"2016-09-05 09:16:18","0","",
"2016-09-05 09:26:47","0","",
"2016-09-05 09:37:15","0","",
"2016-09-05 09:47:44","0","",
"2016-09-05 09:58:13","0","",
"2016-09-05 10:08:42","0","",
"2016-09-05 10:19:10","0","",
"2016-09-05 10:29:39","0","",
"2016-09-05 10:40:07","0","",
"2016-09-05 10:50:36","0","",
"2016-09-05 11:01:04","0","",
"2016-09-05 11:11:33","0","",
"2016-09-05 11:22:01","0","",
"2016-09-05 11:32:30","0","",
"2016-09-05 11:42:58","0","",
"2016-09-05 11:53:26","0","",
"2016-09-05 12:03:54","0","",
"2016-09-05 12:14:23","0","",
"2016-09-05 12:24:51","0","",
"2016-09-05 12:35:20","0","",
"2016-09-05 12:45:48","0","",
"2016-09-05 12:56:16","0","",
"2016-09-05 13:06:45","0","",
"2016-09-05 13:17:13","0","",
"2016-09-05 13:27:42","0","",
"2016-09-05 13:38:10","0","",
"2016-09-05 13:48:38","0","",
"2016-09-05 13:59:07","0","",
"2016-09-05 14:09:34","0","",
"2016-09-05 14:20:02","0","",
"2016-09-05 14:30:31","0","",
"2016-09-05 14:40:59","0","",
"2016-09-05 14:51:27","0","",
"2016-09-05 15:01:55","0","",
"2016-09-05 15:12:23","0","",
"2016-09-05 15:22:51","0","",
"2016-09-05 15:33:19","0","",
"2016-09-05 15:43:47","0","",
"2016-09-05 15:54:16","0","",
"2016-09-05 16:04:44","0","",
"2016-09-05 16:15:12","0","",
"2016-09-05 16:25:41","0","",
