"DateAndTime","OS_Corr266 (Bloomberg-2 East-Corridor 200E) Occupancy","",
"2016-08-28 00:07:21","0","",
"2016-08-28 00:16:40","0","",
"2016-08-28 00:25:58","0","",
"2016-08-28 00:35:16","0","",
"2016-08-28 00:44:35","0","",
"2016-08-28 00:53:53","0","",
"2016-08-28 00:54:51","1","",
"2016-08-28 00:56:33","0","",
"2016-08-28 01:05:39","1","",
"2016-08-28 01:07:21","0","",
"2016-08-28 01:16:39","0","",
"2016-08-28 01:25:57","0","",
"2016-08-28 01:35:15","0","",
"2016-08-28 01:44:33","0","",
"2016-08-28 01:53:51","0","",
"2016-08-28 02:03:09","0","",
"2016-08-28 02:12:27","0","",
"2016-08-28 02:21:45","0","",
"2016-08-28 02:31:03","0","",
"2016-08-28 02:40:21","0","",
"2016-08-28 02:49:40","0","",
"2016-08-28 02:58:58","0","",
"2016-08-28 03:08:16","0","",
"2016-08-28 03:17:34","0","",
"2016-08-28 03:26:52","0","",
"2016-08-28 03:36:10","0","",
"2016-08-28 03:45:28","0","",
"2016-08-28 03:54:46","0","",
"2016-08-28 04:04:03","0","",
"2016-08-28 04:13:21","0","",
"2016-08-28 04:22:39","0","",
"2016-08-28 04:31:58","0","",
"2016-08-28 04:41:16","0","",
"2016-08-28 04:50:34","0","",
"2016-08-28 04:59:52","0","",
"2016-08-28 05:09:10","0","",
"2016-08-28 05:18:29","0","",
"2016-08-28 05:23:40","1","",
"2016-08-28 05:25:22","0","",
"2016-08-28 05:25:26","1","",
"2016-08-28 05:26:33","1","",
"2016-08-28 05:28:14","0","",
"2016-08-28 05:37:32","0","",
"2016-08-28 05:43:09","1","",
"2016-08-28 05:44:51","0","",
"2016-08-28 05:49:15","1","",
"2016-08-28 05:50:57","0","",
"2016-08-28 05:53:04","1","",
"2016-08-28 05:54:46","0","",
"2016-08-28 05:56:39","1","",
"2016-08-28 05:58:21","0","",
"2016-08-28 06:07:38","0","",
"2016-08-28 06:16:45","1","",
"2016-08-28 06:18:26","0","",
"2016-08-28 06:27:45","0","",
"2016-08-28 06:37:03","0","",
"2016-08-28 06:39:28","1","",
"2016-08-28 06:41:10","0","",
"2016-08-28 06:50:28","0","",
"2016-08-28 06:59:46","0","",
"2016-08-28 07:02:33","1","",
"2016-08-28 07:04:14","0","",
"2016-08-28 07:13:32","0","",
"2016-08-28 07:22:50","0","",
"2016-08-28 07:32:08","0","",
"2016-08-28 07:41:26","0","",
"2016-08-28 07:50:34","1","",
"2016-08-28 07:52:15","0","",
"2016-08-28 07:55:44","1","",
"2016-08-28 07:57:26","0","",
"2016-08-28 08:05:13","1","",
"2016-08-28 08:06:26","1","",
"2016-08-28 08:08:07","0","",
"2016-08-28 08:17:25","0","",
"2016-08-28 08:23:51","1","",
"2016-08-28 08:25:33","0","",
"2016-08-28 08:34:51","0","",
"2016-08-28 08:44:09","0","",
"2016-08-28 08:53:28","0","",
"2016-08-28 08:54:13","1","",
"2016-08-28 08:55:13","1","",
"2016-08-28 08:56:08","1","",
"2016-08-28 08:57:50","0","",
"2016-08-28 08:59:43","1","",
"2016-08-28 09:00:53","1","",
"2016-08-28 09:02:34","0","",
"2016-08-28 09:11:52","0","",
"2016-08-28 09:14:01","1","",
"2016-08-28 09:15:42","0","",
"2016-08-28 09:17:38","1","",
"2016-08-28 09:19:01","1","",
"2016-08-28 09:20:43","0","",
"2016-08-28 09:22:43","1","",
"2016-08-28 09:24:25","0","",
"2016-08-28 09:33:43","0","",
"2016-08-28 09:38:03","1","",
"2016-08-28 09:39:45","0","",
"2016-08-28 09:44:14","1","",
"2016-08-28 09:45:55","0","",
"2016-08-28 09:55:14","0","",
"2016-08-28 10:04:32","0","",
"2016-08-28 10:13:51","0","",
"2016-08-28 10:20:11","1","",
"2016-08-28 10:21:52","0","",
"2016-08-28 10:27:44","1","",
"2016-08-28 10:29:26","0","",
"2016-08-28 10:38:44","0","",
"2016-08-28 10:44:15","1","",
"2016-08-28 10:45:56","0","",
"2016-08-28 10:50:39","1","",
"2016-08-28 10:52:20","0","",
"2016-08-28 10:52:54","1","",
"2016-08-28 10:54:36","0","",
"2016-08-28 11:00:50","1","",
"2016-08-28 11:02:32","0","",
"2016-08-28 11:03:33","1","",
"2016-08-28 11:05:14","0","",
"2016-08-28 11:14:33","0","",
"2016-08-28 11:17:09","1","",
"2016-08-28 11:18:51","0","",
"2016-08-28 11:20:09","1","",
"2016-08-28 11:21:18","1","",
"2016-08-28 11:22:51","1","",
"2016-08-28 11:24:33","0","",
"2016-08-28 11:27:54","1","",
"2016-08-28 11:29:35","0","",
"2016-08-28 11:33:10","1","",
"2016-08-28 11:34:07","1","",
"2016-08-28 11:35:48","0","",
"2016-08-28 11:41:57","1","",
"2016-08-28 11:43:39","0","",
"2016-08-28 11:46:19","1","",
"2016-08-28 11:48:01","0","",
"2016-08-28 11:57:19","0","",
"2016-08-28 11:59:03","1","",
"2016-08-28 12:00:44","0","",
"2016-08-28 12:07:22","1","",
"2016-08-28 12:09:04","0","",
"2016-08-28 12:14:52","1","",
"2016-08-28 12:16:33","0","",
"2016-08-28 12:19:47","1","",
