"DateAndTime","OS_Corr257 (Bloomberg-2 East-Corridor 200E) Occupancy","",
"2016-10-05 00:00:03","0","",
"2016-10-05 00:02:06","1","",
"2016-10-05 00:04:20","0","",
"2016-10-05 00:07:00","1","",
"2016-10-05 00:09:14","0","",
"2016-10-05 00:10:01","1","",
"2016-10-05 00:12:15","0","",
"2016-10-05 00:12:40","1","",
"2016-10-05 00:13:53","1","",
"2016-10-05 00:15:12","1","",
"2016-10-05 00:17:23","1","",
"2016-10-05 00:19:37","0","",
"2016-10-05 00:23:01","1","",
"2016-10-05 00:24:09","1","",
"2016-10-05 00:26:23","0","",
"2016-10-05 00:37:27","1","",
"2016-10-05 00:38:37","1","",
"2016-10-05 00:40:51","0","",
"2016-10-05 00:41:53","1","",
"2016-10-05 00:44:07","0","",
"2016-10-05 00:45:24","1","",
"2016-10-05 00:47:38","0","",
"2016-10-05 00:50:56","1","",
"2016-10-05 00:53:10","0","",
"2016-10-05 00:57:35","1","",
"2016-10-05 00:59:49","0","",
"2016-10-05 01:01:20","1","",
"2016-10-05 01:03:34","0","",
"2016-10-05 01:15:51","0","",
"2016-10-05 01:28:07","0","",
"2016-10-05 01:36:40","1","",
"2016-10-05 01:38:49","1","",
"2016-10-05 01:41:03","0","",
"2016-10-05 01:41:08","1","",
"2016-10-05 01:42:23","1","",
"2016-10-05 01:43:51","1","",
"2016-10-05 01:46:05","0","",
"2016-10-05 01:54:09","1","",
"2016-10-05 01:55:16","1","",
"2016-10-05 01:57:30","0","",
"2016-10-05 02:01:44","1","",
"2016-10-05 02:02:52","1","",
"2016-10-05 02:05:06","0","",
"2016-10-05 02:08:59","1","",
"2016-10-05 02:11:13","0","",
"2016-10-05 02:11:48","1","",
"2016-10-05 02:14:02","0","",
"2016-10-05 02:20:13","1","",
"2016-10-05 02:22:27","0","",
"2016-10-05 02:34:44","0","",
"2016-10-05 02:47:00","0","",
"2016-10-05 02:48:28","1","",
"2016-10-05 02:49:47","1","",
"2016-10-05 02:52:01","0","",
"2016-10-05 02:58:45","1","",
"2016-10-05 03:00:59","0","",
"2016-10-05 03:13:15","0","",
"2016-10-05 03:25:32","0","",
"2016-10-05 03:37:48","0","",
"2016-10-05 03:38:36","1","",
"2016-10-05 03:40:50","0","",
"2016-10-05 03:41:45","1","",
"2016-10-05 03:43:48","1","",
"2016-10-05 03:46:01","0","",
"2016-10-05 03:58:18","0","",
"2016-10-05 04:10:35","0","",
"2016-10-05 04:22:51","0","",
"2016-10-05 04:35:07","0","",
"2016-10-05 04:47:24","0","",
"2016-10-05 04:59:40","0","",
"2016-10-05 05:11:56","0","",
"2016-10-05 05:24:12","0","",
"2016-10-05 05:36:29","0","",
"2016-10-05 05:48:46","0","",
"2016-10-05 05:57:58","1","",
"2016-10-05 05:59:27","1","",
"2016-10-05 06:01:40","0","",
"2016-10-05 06:02:40","1","",
"2016-10-05 06:04:54","0","",
"2016-10-05 06:10:59","1","",
"2016-10-05 06:13:12","0","",
"2016-10-05 06:13:30","1","",
"2016-10-05 06:15:28","1","",
"2016-10-05 06:17:42","0","",
"2016-10-05 06:29:58","0","",
"2016-10-05 06:42:14","0","",
"2016-10-05 06:54:30","0","",
"2016-10-05 06:59:36","1","",
"2016-10-05 07:01:00","1","",
"2016-10-05 07:03:14","0","",
"2016-10-05 07:07:54","1","",
"2016-10-05 07:09:21","1","",
"2016-10-05 07:11:35","0","",
"2016-10-05 07:17:16","1","",
"2016-10-05 07:18:40","1","",
"2016-10-05 07:20:15","1","",
"2016-10-05 07:22:28","0","",
"2016-10-05 07:34:44","0","",
"2016-10-05 07:45:10","1","",
"2016-10-05 07:47:24","0","",
"2016-10-05 07:47:56","1","",
"2016-10-05 07:49:17","1","",
"2016-10-05 07:51:31","0","",
"2016-10-05 07:53:26","1","",
"2016-10-05 07:55:09","1","",
"2016-10-05 07:57:23","0","",
"2016-10-05 08:00:08","1","",
"2016-10-05 08:02:22","0","",
"2016-10-05 08:07:05","1","",
"2016-10-05 08:11:16","0","",
"2016-10-05 08:13:35","1","",
"2016-10-05 08:15:49","0","",
"2016-10-05 08:20:23","1","",
"2016-10-05 08:22:37","0","",
"2016-10-05 08:23:41","1","",
"2016-10-05 08:25:01","1","",
"2016-10-05 08:26:09","1","",
"2016-10-05 08:28:22","0","",
"2016-10-05 08:29:40","1","",
"2016-10-05 08:31:54","0","",
"2016-10-05 08:32:52","1","",
"2016-10-05 08:35:06","0","",
"2016-10-05 08:36:33","1","",
"2016-10-05 08:38:48","0","",
"2016-10-05 08:43:27","1","",
"2016-10-05 08:45:41","0","",
"2016-10-05 08:47:31","1","",
"2016-10-05 08:49:45","0","",
"2016-10-05 08:51:01","1","",
"2016-10-05 08:53:15","0","",
"2016-10-05 08:57:28","1","",
"2016-10-05 08:58:50","1","",
"2016-10-05 09:01:04","0","",
"2016-10-05 09:02:03","1","",
"2016-10-05 09:04:17","0","",
"2016-10-05 09:05:52","1","",
"2016-10-05 09:08:06","0","",
"2016-10-05 09:09:44","1","",
"2016-10-05 09:11:58","0","",
"2016-10-05 09:12:25","1","",
"2016-10-05 09:14:39","0","",
"2016-10-05 09:18:46","1","",
"2016-10-05 09:21:00","0","",
"2016-10-05 09:22:59","1","",
"2016-10-05 09:24:49","1","",
"2016-10-05 09:27:03","0","",
"2016-10-05 09:27:08","1","",
"2016-10-05 09:29:22","0","",
"2016-10-05 09:30:15","1","",
"2016-10-05 09:31:28","1","",
"2016-10-05 09:33:42","0","",
"2016-10-05 09:45:59","0","",
"2016-10-05 09:49:47","1","",
"2016-10-05 09:52:01","0","",
"2016-10-05 09:53:38","1","",
"2016-10-05 09:55:52","0","",
"2016-10-05 10:08:09","0","",
"2016-10-05 10:17:34","1","",
"2016-10-05 10:18:52","1","",
"2016-10-05 10:21:06","0","",
"2016-10-05 10:33:24","0","",
"2016-10-05 10:34:16","1","",
"2016-10-05 10:35:29","1","",
"2016-10-05 10:37:43","0","",
"2016-10-05 10:38:37","1","",
"2016-10-05 10:40:52","0","",
"2016-10-05 10:42:06","1","",
"2016-10-05 10:44:20","0","",
"2016-10-05 10:44:42","1","",
"2016-10-05 10:46:11","1","",
"2016-10-05 10:48:25","0","",
"2016-10-05 10:55:11","1","",
"2016-10-05 10:57:25","0","",
"2016-10-05 11:04:42","1","",
"2016-10-05 11:06:46","1","",
"2016-10-05 11:07:59","1","",
"2016-10-05 11:09:12","1","",
"2016-10-05 11:10:19","1","",
"2016-10-05 11:11:27","1","",
"2016-10-05 11:13:10","1","",
"2016-10-05 11:14:45","1","",
"2016-10-05 11:16:59","0","",
"2016-10-05 11:18:26","1","",
"2016-10-05 11:20:40","0","",
"2016-10-05 11:21:25","1","",
"2016-10-05 11:23:39","0","",
"2016-10-05 11:25:02","1","",
"2016-10-05 11:26:24","1","",
"2016-10-05 11:28:38","0","",
"2016-10-05 11:40:17","1","",
"2016-10-05 11:42:31","0","",
"2016-10-05 11:54:48","0","",
"2016-10-05 11:59:15","1","",
"2016-10-05 12:01:29","0","",
"2016-10-05 12:05:58","1","",
"2016-10-05 12:08:02","1","",
"2016-10-05 12:10:16","0","",
"2016-10-05 12:12:15","1","",
"2016-10-05 12:13:22","1","",
"2016-10-05 12:14:31","1","",
"2016-10-05 12:16:45","0","",
"2016-10-05 12:22:41","1","",
"2016-10-05 12:24:55","0","",
"2016-10-05 12:24:59","1","",
"2016-10-05 12:27:13","0","",
"2016-10-05 12:30:36","1","",
"2016-10-05 12:31:56","1","",
"2016-10-05 12:34:10","0","",
"2016-10-05 12:37:17","1","",
"2016-10-05 12:38:33","1","",
"2016-10-05 12:40:24","1","",
"2016-10-05 12:42:38","0","",
"2016-10-05 12:44:34","1","",
"2016-10-05 12:45:41","1","",
"2016-10-05 12:47:55","0","",
"2016-10-05 12:51:44","1","",
"2016-10-05 12:53:58","0","",
"2016-10-05 12:54:09","1","",
"2016-10-05 12:56:23","0","",
"2016-10-05 12:57:13","1","",
"2016-10-05 12:59:27","0","",
"2016-10-05 13:01:59","1","",
"2016-10-05 13:03:19","1","",
"2016-10-05 13:04:26","1","",
"2016-10-05 13:05:51","1","",
"2016-10-05 13:07:15","1","",
"2016-10-05 13:09:29","0","",
"2016-10-05 13:10:03","1","",
"2016-10-05 13:11:19","1","",
"2016-10-05 13:13:14","1","",
"2016-10-05 13:14:42","1","",
"2016-10-05 13:15:49","1","",
"2016-10-05 13:18:03","0","",
"2016-10-05 13:22:37","1","",
"2016-10-05 13:24:51","0","",
"2016-10-05 13:25:30","1","",
"2016-10-05 13:27:44","0","",
"2016-10-05 13:29:14","1","",
"2016-10-05 13:31:28","0","",
"2016-10-05 13:34:04","1","",
"2016-10-05 13:36:18","0","",
"2016-10-05 13:37:36","1","",
"2016-10-05 13:39:47","1","",
"2016-10-05 13:42:01","0","",
"2016-10-05 13:43:56","1","",
"2016-10-05 13:46:10","0","",
"2016-10-05 13:51:06","1","",
"2016-10-05 13:53:20","0","",
"2016-10-05 13:53:47","1","",
"2016-10-05 13:56:01","0","",
"2016-10-05 13:57:28","1","",
"2016-10-05 13:59:42","0","",
"2016-10-05 14:06:25","1","",
"2016-10-05 14:08:39","0","",
"2016-10-05 14:11:03","1","",
"2016-10-05 14:13:17","0","",
"2016-10-05 14:17:41","1","",
"2016-10-05 14:18:59","1","",
"2016-10-05 14:21:13","0","",
"2016-10-05 14:21:30","1","",
"2016-10-05 14:23:02","1","",
"2016-10-05 14:24:16","1","",
"2016-10-05 14:26:30","0","",
"2016-10-05 14:28:07","1","",
"2016-10-05 14:30:21","0","",
"2016-10-05 14:34:43","1","",
"2016-10-05 14:36:54","1","",
"2016-10-05 14:39:08","0","",
"2016-10-05 14:51:25","0","",
"2016-10-05 14:55:39","1","",
"2016-10-05 14:57:54","0","",
"2016-10-05 15:02:04","1","",
"2016-10-05 15:04:18","0","",
"2016-10-05 15:04:32","1","",
"2016-10-05 15:06:10","1","",
"2016-10-05 15:08:25","0","",
"2016-10-05 15:10:31","1","",
"2016-10-05 15:12:45","0","",
"2016-10-05 15:12:50","1","",
"2016-10-05 15:14:09","1","",
"2016-10-05 15:16:23","0","",
"2016-10-05 15:27:24","1","",
"2016-10-05 15:29:38","0","",
"2016-10-05 15:30:47","1","",
"2016-10-05 15:33:01","0","",
"2016-10-05 15:45:18","0","",
"2016-10-05 15:49:13","1","",
"2016-10-05 15:51:27","0","",
"2016-10-05 15:53:50","1","",
"2016-10-05 15:56:05","0","",
"2016-10-05 16:02:18","1","",
"2016-10-05 16:04:32","0","",
"2016-10-05 16:05:47","1","",
"2016-10-05 16:07:11","1","",
"2016-10-05 16:09:25","0","",
"2016-10-05 16:21:42","0","",
"2016-10-05 16:22:20","1","",
"2016-10-05 16:24:34","0","",
"2016-10-05 16:24:53","1","",
"2016-10-05 16:26:00","1","",
"2016-10-05 16:30:32","1","",
"2016-10-05 16:32:46","0","",
"2016-10-05 16:38:13","1","",
"2016-10-05 16:39:44","1","",
"2016-10-05 16:41:58","0","",
"2016-10-05 16:42:34","1","",
