"DateAndTime","OS_Corr357 (Bloomberg-3-corridor 300E) Occupancy","",
"2016-10-05 22:35:00","1","",
"2016-10-05 22:36:13","1","",
"2016-10-05 22:38:17","0","",
"2016-10-05 22:38:29","1","",
"2016-10-05 22:40:16","1","",
"2016-10-05 22:42:08","1","",
"2016-10-05 22:44:11","0","",
"2016-10-05 22:48:12","1","",
"2016-10-05 22:50:12","1","",
"2016-10-05 22:52:08","1","",
"2016-10-05 22:53:43","1","",
"2016-10-05 22:55:03","1","",
"2016-10-05 22:56:15","1","",
"2016-10-05 22:58:19","0","",
"2016-10-05 22:58:56","1","",
"2016-10-05 23:01:00","0","",
"2016-10-05 23:04:27","1","",
"2016-10-05 23:06:01","1","",
"2016-10-05 23:08:05","0","",
"2016-10-05 23:09:52","1","",
"2016-10-05 23:11:56","0","",
"2016-10-05 23:12:23","1","",
"2016-10-05 23:13:49","1","",
"2016-10-05 23:15:53","0","",
"2016-10-05 23:15:54","1","",
"2016-10-05 23:17:57","0","",
"2016-10-05 23:28:46","1","",
"2016-10-05 23:30:39","1","",
"2016-10-05 23:32:43","0","",
"2016-10-05 23:33:28","1","",
"2016-10-05 23:35:32","0","",
"2016-10-05 23:37:37","1","",
"2016-10-05 23:39:21","1","",
"2016-10-05 23:40:51","1","",
"2016-10-05 23:42:03","1","",
"2016-10-05 23:44:07","0","",
"2016-10-05 23:46:24","1","",
"2016-10-05 23:47:36","1","",
"2016-10-05 23:49:29","1","",
"2016-10-05 23:51:14","1","",
"2016-10-05 23:53:18","0","",
"2016-10-05 23:55:13","1","",
"2016-10-05 23:57:17","0","",
