"DateAndTime","OS_Corr364 (Bloomberg-3-corridor 300E) Occupancy","",
"2016-10-05 00:01:11","1","",
"2016-10-05 00:03:00","0","",
"2016-10-05 00:03:18","1","",
"2016-10-05 00:05:07","0","",
"2016-10-05 00:05:23","1","",
"2016-10-05 00:07:13","0","",
"2016-10-05 00:08:57","1","",
"2016-10-05 00:10:47","0","",
"2016-10-05 00:11:05","1","",
"2016-10-05 00:12:54","0","",
"2016-10-05 00:13:44","1","",
"2016-10-05 00:15:33","0","",
"2016-10-05 00:17:38","1","",
"2016-10-05 00:19:27","0","",
"2016-10-05 00:21:40","1","",
"2016-10-05 00:22:35","1","",
"2016-10-05 00:24:25","0","",
"2016-10-05 00:26:12","1","",
"2016-10-05 00:28:01","0","",
"2016-10-05 00:29:06","1","",
"2016-10-05 00:30:55","0","",
"2016-10-05 00:32:10","1","",
"2016-10-05 00:34:00","0","",
"2016-10-05 00:35:46","1","",
"2016-10-05 00:37:36","0","",
"2016-10-05 00:39:59","1","",
"2016-10-05 00:41:22","1","",
"2016-10-05 00:43:11","0","",
"2016-10-05 00:44:38","1","",
"2016-10-05 00:46:28","0","",
"2016-10-05 00:47:40","1","",
"2016-10-05 00:49:14","1","",
"2016-10-05 00:50:25","1","",
"2016-10-05 00:52:14","0","",
"2016-10-05 01:02:17","0","",
"2016-10-05 01:05:28","1","",
"2016-10-05 01:07:17","0","",
"2016-10-05 01:07:46","1","",
"2016-10-05 01:08:46","1","",
"2016-10-05 01:09:44","1","",
"2016-10-05 01:11:33","0","",
"2016-10-05 01:11:42","1","",
"2016-10-05 01:13:32","0","",
"2016-10-05 01:13:53","1","",
"2016-10-05 01:14:49","1","",
"2016-10-05 01:16:38","0","",
"2016-10-05 01:16:57","1","",
"2016-10-05 01:18:47","0","",
"2016-10-05 01:20:07","1","",
"2016-10-05 01:21:57","0","",
"2016-10-05 01:26:42","1","",
"2016-10-05 01:28:32","0","",
"2016-10-05 01:29:56","1","",
"2016-10-05 01:31:46","0","",
"2016-10-05 01:36:42","1","",
"2016-10-05 01:38:10","1","",
"2016-10-05 01:39:36","1","",
"2016-10-05 01:41:26","0","",
"2016-10-05 01:42:16","1","",
"2016-10-05 01:43:36","1","",
"2016-10-05 01:45:26","0","",
"2016-10-05 01:48:08","1","",
"2016-10-05 01:49:58","0","",
"2016-10-05 01:52:03","1","",
"2016-10-05 01:53:49","1","",
"2016-10-05 01:55:38","0","",
"2016-10-05 01:59:54","1","",
"2016-10-05 02:01:43","0","",
"2016-10-05 02:11:46","0","",
"2016-10-05 02:21:49","0","",
"2016-10-05 02:22:13","1","",
"2016-10-05 02:24:02","0","",
"2016-10-05 02:29:10","1","",
"2016-10-05 02:30:59","0","",
